"Date","Price","Open","High","Low","Vol.","Change %"
"23/01/2025","109,595.32","109,595.32","109,595.32","109,595.32","","-0.61%"
"22/01/2025","110,263.38","110,263.38","110,263.38","110,263.38","","0.33%"
"21/01/2025","109,905.02","109,905.02","109,905.02","109,905.02","","0.66%"
"20/01/2025","109,185.60","109,185.60","109,185.60","109,185.60","","0.45%"
"17/01/2025","108,701.55","108,701.55","108,701.55","108,701.55","","-0.20%"
"16/01/2025","108,918.37","108,918.37","108,918.37","108,918.37","","1.38%"
"15/01/2025","107,431.31","107,431.31","107,431.31","107,431.31","","-0.22%"
"14/01/2025","107,663.23","107,663.23","107,663.23","107,663.23","","0.48%"
"13/01/2025","107,152.01","107,152.01","107,152.01","107,152.01","","-1.23%"
"10/01/2025","108,488.20","108,488.20","108,488.20","108,488.20","","-0.42%"
"09/01/2025","108,947.27","108,947.27","108,947.27","108,947.27","","-0.24%"
"08/01/2025","109,208.56","109,208.56","109,208.56","109,208.56","","0.77%"
"07/01/2025","108,370.77","108,370.77","108,370.77","108,370.77","","0.33%"
"06/01/2025","108,009.13","108,009.13","108,009.13","108,009.13","","0.08%"
"03/01/2025","107,918.18","107,918.18","107,918.18","107,918.18","","0.60%"
"02/01/2025","107,273.94","107,273.94","107,273.94","107,273.94","","0.52%"
"31/12/2024","106,723.29","106,723.29","106,723.29","106,723.29","","-0.92%"
"30/12/2024","107,715.70","107,715.70","107,715.70","107,715.70","","-0.20%"
"27/12/2024","107,936.20","107,936.20","107,936.20","107,936.20","","0.50%"
"24/12/2024","107,401.38","107,401.38","107,401.38","107,401.38","","0.24%"
"23/12/2024","107,146.67","107,146.67","107,146.67","107,146.67","","1.67%"
"20/12/2024","105,388.02","105,388.02","105,388.02","105,388.02","","-1.24%"
"19/12/2024","106,710.88","106,710.88","106,710.88","106,710.88","","-1.70%"
"18/12/2024","108,554.87","108,554.87","108,554.87","108,554.87","","-0.06%"
"17/12/2024","108,615.30","108,615.30","108,615.30","108,615.30","","0.78%"
"16/12/2024","107,770.99","107,770.99","107,770.99","107,770.99","","-0.56%"
"13/12/2024","108,378.13","108,378.13","108,378.13","108,378.13","","-0.41%"
"12/12/2024","108,822.13","108,822.13","108,822.13","108,822.13","","-0.28%"
"11/12/2024","109,127.05","109,127.05","109,127.05","109,127.05","","-0.47%"
"10/12/2024","109,641.39","109,641.39","109,641.39","109,641.39","","-0.35%"
"09/12/2024","110,030.47","110,030.47","110,030.47","110,030.47","","0.03%"
"06/12/2024","110,002.52","110,002.52","110,002.52","110,002.52","","-0.64%"
"05/12/2024","110,708.26","110,708.26","110,708.26","110,708.26","","0.15%"
"04/12/2024","110,545.88","110,545.88","110,545.88","110,545.88","","-0.38%"
"03/12/2024","110,971.90","110,971.90","110,971.90","110,971.90","","0.57%"
"02/12/2024","110,348.36","110,348.36","110,348.36","110,348.36","","0.14%"
"29/11/2024","110,196.57","110,196.57","110,196.57","110,196.57","","-0.09%"
"28/11/2024","110,290.82","110,290.82","110,290.82","110,290.82","","0.45%"
"27/11/2024","109,796.48","109,796.48","109,796.48","109,796.48","","0.57%"
"26/11/2024","109,173.45","109,173.45","109,173.45","109,173.45","","-0.69%"
"25/11/2024","109,931.05","109,931.05","109,931.05","109,931.05","","0.28%"
"22/11/2024","109,620.39","109,620.39","109,620.39","109,620.39","","0.86%"
"21/11/2024","108,688.66","108,688.66","108,688.66","108,688.66","","-0.04%"
"20/11/2024","108,732.09","108,732.09","108,732.09","108,732.09","","-0.57%"
"19/11/2024","109,350.73","109,350.73","109,350.73","109,350.73","","0.89%"
"18/11/2024","108,386.27","108,386.27","108,386.27","108,386.27","","0.18%"
"15/11/2024","108,190.16","108,190.16","108,190.16","108,190.16","","0.74%"
"14/11/2024","107,391.03","107,391.03","107,391.03","107,391.03","","0.37%"
"13/11/2024","106,991.49","106,991.49","106,991.49","106,991.49","","-0.65%"
"12/11/2024","107,694.46","107,694.46","107,694.46","107,694.46","","-0.02%"
"11/11/2024","107,717.52","107,717.52","107,717.52","107,717.52","","-0.31%"
"08/11/2024","108,051.83","108,051.83","108,051.83","108,051.83","","0.84%"
"07/11/2024","107,155.21","107,155.21","107,155.21","107,155.21","","0.43%"
"06/11/2024","106,691.95","106,691.95","106,691.95","106,691.95","","0.83%"
"05/11/2024","105,808.68","105,808.68","105,808.68","105,808.68","","-0.40%"
"04/11/2024","106,234.98","106,234.98","106,234.98","106,234.98","","0.57%"
"01/11/2024","105,637.98","105,637.98","105,637.98","105,637.98","","-0.50%"
"31/10/2024","106,174.02","106,174.02","106,174.02","106,174.02","","-0.25%"
"30/10/2024","106,438.56","106,438.56","106,438.56","106,438.56","","-0.84%"
"29/10/2024","107,334.84","107,334.84","107,334.84","107,334.84","","0.34%"
"28/10/2024","106,974.16","106,974.16","106,974.16","106,974.16","","0.13%"
"25/10/2024","106,840.52","106,840.52","106,840.52","106,840.52","","0.07%"
"24/10/2024","106,770.12","106,770.12","106,770.12","106,770.12","","-0.12%"
"23/10/2024","106,897.09","106,897.09","106,897.09","106,897.09","","0.13%"
"22/10/2024","106,762.57","106,762.57","106,762.57","106,762.57","","-1.66%"
"21/10/2024","108,567.41","108,567.41","108,567.41","108,567.41","","0.74%"
"18/10/2024","107,771.69","107,771.69","107,771.69","107,771.69","","-0.87%"
"17/10/2024","108,717.39","108,717.39","108,717.39","108,717.39","","0.86%"
"16/10/2024","107,791.39","107,791.39","107,791.39","107,791.39","","-0.40%"
"15/10/2024","108,228.82","108,228.82","108,228.82","108,228.82","","0.80%"
"14/10/2024","107,366.73","107,366.73","107,366.73","107,366.73","","0.47%"
"11/10/2024","106,868.45","106,868.45","106,868.45","106,868.45","","-0.10%"
"10/10/2024","106,978.62","106,978.62","106,978.62","106,978.62","","0.43%"
"09/10/2024","106,515.48","106,515.48","106,515.48","106,515.48","","0.13%"
"08/10/2024","106,379.79","106,379.79","106,379.79","106,379.79","","-0.35%"
"07/10/2024","106,748.07","106,748.07","106,748.07","106,748.07","","0.68%"
"04/10/2024","106,027.37","106,027.37","106,027.37","106,027.37","","-0.67%"
"03/10/2024","106,745.33","106,745.33","106,745.33","106,745.33","","0.09%"
"02/10/2024","106,648.11","106,648.11","106,648.11","106,648.11","","-0.13%"
"01/10/2024","106,787.77","106,787.77","106,787.77","106,787.77","","-0.74%"
"30/09/2024","107,579.05","107,579.05","107,579.05","107,579.05","","0.70%"
"27/09/2024","106,829.91","106,829.91","106,829.91","106,829.91","","0.11%"
"26/09/2024","106,711.28","106,711.28","106,711.28","106,711.28","","0.95%"
"25/09/2024","105,705.80","105,705.80","105,705.80","105,705.80","","-0.19%"
"24/09/2024","105,908.87","105,908.87","105,908.87","105,908.87","","-0.13%"
"23/09/2024","106,042.38","106,042.38","106,042.38","106,042.38","","-0.69%"
"20/09/2024","106,777.48","106,777.48","106,777.48","106,777.48","","0.22%"
"19/09/2024","106,548.08","106,548.08","106,548.08","106,548.08","","0.62%"
"18/09/2024","105,888.83","105,888.83","105,888.83","105,888.83","","0.02%"
"17/09/2024","105,870.51","105,870.51","105,870.51","105,870.51","","0.24%"
"16/09/2024","105,613.45","105,613.45","105,613.45","105,613.45","","0.28%"
"13/09/2024","105,322.25","105,322.25","105,322.25","105,322.25","","0.32%"
"12/09/2024","104,989.95","104,989.95","104,989.95","104,989.95","","1.35%"
"11/09/2024","103,596.09","103,596.09","103,596.09","103,596.09","","-0.27%"
"10/09/2024","103,881.08","103,881.08","103,881.08","103,881.08","","0.31%"
"09/09/2024","103,564.06","103,564.06","103,564.06","103,564.06","","-0.26%"
"06/09/2024","103,837.09","103,837.09","103,837.09","103,837.09","","0.39%"
"05/09/2024","103,431.01","103,431.01","103,431.01","103,431.01","","0.51%"
"04/09/2024","102,901.88","102,901.88","102,901.88","102,901.88","","-1.78%"
"03/09/2024","104,770.96","104,770.96","104,770.96","104,770.96","","0.04%"
"02/09/2024","104,727.42","104,727.42","104,727.42","104,727.42","","0.24%"
"30/08/2024","104,478.77","104,478.77","104,478.77","104,478.77","","0.59%"
"29/08/2024","103,865.93","103,865.93","103,865.93","103,865.93","","-0.30%"
"28/08/2024","104,174.74","104,174.74","104,174.74","104,174.74","","0.06%"
"27/08/2024","104,111.47","104,111.47","104,111.47","104,111.47","","-0.15%"
"26/08/2024","104,269.13","104,269.13","104,269.13","104,269.13","","0.79%"
"23/08/2024","103,447.97","103,447.97","103,447.97","103,447.97","","-0.02%"
"22/08/2024","103,472.16","103,472.16","103,472.16","103,472.16","","0.23%"
"21/08/2024","103,230.34","103,230.34","103,230.34","103,230.34","","0.35%"
"20/08/2024","102,873.39","102,873.39","102,873.39","102,873.39","","0.23%"
"19/08/2024","102,638.28","102,638.28","102,638.28","102,638.28","","0.12%"
"16/08/2024","102,514.98","102,514.98","102,514.98","102,514.98","","1.36%"
"15/08/2024","101,142.33","101,142.33","101,142.33","101,142.33","","0.25%"
"14/08/2024","100,889.56","100,889.56","100,889.56","100,889.56","","0.31%"
"13/08/2024","100,580.86","100,580.86","100,580.86","100,580.86","","0.17%"
"12/08/2024","100,411.62","100,411.62","100,411.62","100,411.62","","0.46%"
"09/08/2024","99,949.42","99,949.42","99,949.42","99,949.42","","1.25%"
"08/08/2024","98,718.88","98,718.88","98,718.88","98,718.88","","-0.23%"
"07/08/2024","98,948.27","98,948.27","98,948.27","98,948.27","","0.25%"
"06/08/2024","98,701.70","98,701.70","98,701.70","98,701.70","","0.41%"
"05/08/2024","98,302.22","98,302.22","98,302.22","98,302.22","","-3.70%"
"02/08/2024","102,076.20","102,076.20","102,076.20","102,076.20","","-2.11%"
"01/08/2024","104,279.21","104,279.21","104,279.21","104,279.21","","0.28%"
"31/07/2024","103,992.22","103,992.22","103,992.22","103,992.22","","1.75%"
"30/07/2024","102,203.98","102,203.98","102,203.98","102,203.98","","-0.46%"
"29/07/2024","102,672.55","102,672.55","102,672.55","102,672.55","","0.86%"
"26/07/2024","101,793.89","101,793.89","101,793.89","101,793.89","","0.76%"
"25/07/2024","101,022.10","101,022.10","101,022.10","101,022.10","","-1.29%"
"24/07/2024","102,339.45","102,339.45","102,339.45","102,339.45","","-0.09%"
"23/07/2024","102,434.70","102,434.70","102,434.70","102,434.70","","0.50%"
"22/07/2024","101,928.47","101,928.47","101,928.47","101,928.47","","-0.50%"
"19/07/2024","102,440.59","102,440.59","102,440.59","102,440.59","","-0.81%"
"18/07/2024","103,274.95","103,274.95","103,274.95","103,274.95","","-0.27%"
"17/07/2024","103,549.62","103,549.62","103,549.62","103,549.62","","0.73%"
"16/07/2024","102,796.92","102,796.92","102,796.92","102,796.92","","-0.22%"
"15/07/2024","103,028.13","103,028.13","103,028.13","103,028.13","","0.73%"
"12/07/2024","102,278.40","102,278.40","102,278.40","102,278.40","","0.88%"
"11/07/2024","101,383.53","101,383.53","101,383.53","101,383.53","","0.93%"
"10/07/2024","100,447.60","100,447.60","100,447.60","100,447.60","","-0.16%"
"09/07/2024","100,613.38","100,613.38","100,613.38","100,613.38","","0.86%"
"08/07/2024","99,758.28","99,758.28","99,758.28","99,758.28","","-0.75%"
"05/07/2024","100,516.92","100,516.92","100,516.92","100,516.92","","-0.12%"
"04/07/2024","100,639.00","100,639.00","100,639.00","100,639.00","","1.19%"
"03/07/2024","99,457.31","99,457.31","99,457.31","99,457.31","","0.28%"
"02/07/2024","99,177.02","99,177.02","99,177.02","99,177.02","","-0.42%"
"01/07/2024","99,595.60","99,595.60","99,595.60","99,595.60","","-0.21%"
"28/06/2024","99,807.75","99,807.75","99,807.75","99,807.75","","0.10%"
"27/06/2024","99,706.56","99,706.56","99,706.56","99,706.56","","-0.16%"
"26/06/2024","99,865.84","99,865.84","99,865.84","99,865.84","","-0.71%"
"25/06/2024","100,579.81","100,579.81","100,579.81","100,579.81","","1.36%"
"24/06/2024","99,231.26","99,231.26","99,231.26","99,231.26","","-0.80%"
"21/06/2024","100,030.47","100,030.47","100,030.47","100,030.47","","0.34%"
"20/06/2024","99,689.97","99,689.97","99,689.97","99,689.97","","0.00%"
"19/06/2024","99,693.63","99,693.63","99,693.63","99,693.63","","-0.11%"
"18/06/2024","99,800.91","99,800.91","99,800.91","99,800.91","","1.01%"
"17/06/2024","98,799.77","98,799.77","98,799.77","98,799.77","","-0.31%"
"14/06/2024","99,107.57","99,107.57","99,107.57","99,107.57","","-0.33%"
"13/06/2024","99,434.39","99,434.39","99,434.39","99,434.39","","0.45%"
"12/06/2024","98,989.93","98,989.93","98,989.93","98,989.93","","-0.51%"
"11/06/2024","99,497.30","99,497.30","99,497.30","99,497.30","","-1.33%"
"07/06/2024","100,839.88","100,839.88","100,839.88","100,839.88","","0.49%"
"06/06/2024","100,349.05","100,349.05","100,349.05","100,349.05","","0.68%"
"05/06/2024","99,672.12","99,672.12","99,672.12","99,672.12","","0.41%"
"04/06/2024","99,262.27","99,262.27","99,262.27","99,262.27","","-0.31%"
"03/06/2024","99,569.80","99,569.80","99,569.80","99,569.80","","0.77%"
"31/05/2024","98,806.37","98,806.37","98,806.37","98,806.37","","0.96%"
"30/05/2024","97,862.98","97,862.98","97,862.98","97,862.98","","-0.49%"
"29/05/2024","98,342.50","98,342.50","98,342.50","98,342.50","","-1.30%"
"28/05/2024","99,638.58","99,638.58","99,638.58","99,638.58","","-0.28%"
"27/05/2024","99,914.38","99,914.38","99,914.38","99,914.38","","0.79%"
"24/05/2024","99,135.51","99,135.51","99,135.51","99,135.51","","-1.08%"
"23/05/2024","100,215.82","100,215.82","100,215.82","100,215.82","","-0.45%"
"22/05/2024","100,668.02","100,668.02","100,668.02","100,668.02","","-0.05%"
"21/05/2024","100,713.43","100,713.43","100,713.43","100,713.43","","-0.15%"
"20/05/2024","100,862.17","100,862.17","100,862.17","100,862.17","","0.63%"
"17/05/2024","100,230.05","100,230.05","100,230.05","100,230.05","","-0.85%"
"16/05/2024","101,088.35","101,088.35","101,088.35","101,088.35","","1.65%"
"15/05/2024","99,451.86","99,451.86","99,451.86","99,451.86","","0.35%"
"14/05/2024","99,106.35","99,106.35","99,106.35","99,106.35","","-0.30%"
"13/05/2024","99,404.72","99,404.72","99,404.72","99,404.72","","0.18%"
"10/05/2024","99,224.69","99,224.69","99,224.69","99,224.69","","0.35%"
"09/05/2024","98,874.77","98,874.77","98,874.77","98,874.77","","-0.95%"
"08/05/2024","99,821.67","99,821.67","99,821.67","99,821.67","","0.15%"
"07/05/2024","99,677.03","99,677.03","99,677.03","99,677.03","","1.56%"
"06/05/2024","98,147.38","98,147.38","98,147.38","98,147.38","","0.70%"
"03/05/2024","97,465.09","97,465.09","97,465.09","97,465.09","","0.55%"
"02/05/2024","96,928.58","96,928.58","96,928.58","96,928.58","","0.23%"
"01/05/2024","96,706.30","96,706.30","96,706.30","96,706.30","","-1.23%"
"30/04/2024","97,908.79","97,908.79","97,908.79","97,908.79","","0.35%"
"29/04/2024","97,567.71","97,567.71","97,567.71","97,567.71","","0.81%"
"26/04/2024","96,782.49","96,782.49","96,782.49","96,782.49","","-1.39%"
"24/04/2024","98,150.61","98,150.61","98,150.61","98,150.61","","-0.01%"
"23/04/2024","98,157.09","98,157.09","98,157.09","98,157.09","","0.45%"
"22/04/2024","97,718.30","97,718.30","97,718.30","97,718.30","","1.08%"
"19/04/2024","96,672.27","96,672.27","96,672.27","96,672.27","","-0.98%"
"18/04/2024","97,628.18","97,628.18","97,628.18","97,628.18","","0.48%"
"17/04/2024","97,161.66","97,161.66","97,161.66","97,161.66","","-0.09%"
"16/04/2024","97,245.63","97,245.63","97,245.63","97,245.63","","-1.81%"
"15/04/2024","99,034.46","99,034.46","99,034.46","99,034.46","","-0.45%"
"12/04/2024","99,484.89","99,484.89","99,484.89","99,484.89","","-0.33%"
"11/04/2024","99,810.54","99,810.54","99,810.54","99,810.54","","-0.44%"
"10/04/2024","100,256.03","100,256.03","100,256.03","100,256.03","","0.31%"
"09/04/2024","99,946.82","99,946.82","99,946.82","99,946.82","","0.45%"
"08/04/2024","99,496.71","99,496.71","99,496.71","99,496.71","","0.20%"
"05/04/2024","99,294.80","99,294.80","99,294.80","99,294.80","","-0.56%"
"04/04/2024","99,857.72","99,857.72","99,857.72","99,857.72","","0.45%"
"03/04/2024","99,412.02","99,412.02","99,412.02","99,412.02","","-1.34%"
"02/04/2024","100,757.52","100,757.52","100,757.52","100,757.52","","-0.11%"
"28/03/2024","100,869.63","100,869.63","100,869.63","100,869.63","","0.99%"
"27/03/2024","99,882.88","99,882.88","99,882.88","99,882.88","","0.51%"
"26/03/2024","99,372.41","99,372.41","99,372.41","99,372.41","","-0.40%"
"25/03/2024","99,766.86","99,766.86","99,766.86","99,766.86","","0.53%"
"22/03/2024","99,237.02","99,237.02","99,237.02","99,237.02","","-0.15%"
"21/03/2024","99,382.80","99,382.80","99,382.80","99,382.80","","1.13%"
"20/03/2024","98,274.91","98,274.91","98,274.91","98,274.91","","-0.10%"
"19/03/2024","98,369.52","98,369.52","98,369.52","98,369.52","","0.36%"
"18/03/2024","98,015.70","98,015.70","98,015.70","98,015.70","","0.08%"
"15/03/2024","97,940.66","97,940.66","97,940.66","97,940.66","","-0.56%"
"14/03/2024","98,488.56","98,488.56","98,488.56","98,488.56","","-0.20%"
"13/03/2024","98,682.70","98,682.70","98,682.70","98,682.70","","0.24%"
"12/03/2024","98,447.53","98,447.53","98,447.53","98,447.53","","0.11%"
"11/03/2024","98,337.80","98,337.80","98,337.80","98,337.80","","-1.78%"
"08/03/2024","100,116.94","100,116.94","100,116.94","100,116.94","","1.08%"
"07/03/2024","99,049.06","99,049.06","99,049.06","99,049.06","","0.79%"
"06/03/2024","98,273.28","98,273.28","98,273.28","98,273.28","","0.17%"
"05/03/2024","98,104.77","98,104.77","98,104.77","98,104.77","","-0.09%"
"04/03/2024","98,190.93","98,190.93","98,190.93","98,190.93","","-0.11%"
"01/03/2024","98,302.40","98,302.40","98,302.40","98,302.40","","0.65%"
"29/02/2024","97,671.44","97,671.44","97,671.44","97,671.44","","0.53%"
"28/02/2024","97,153.08","97,153.08","97,153.08","97,153.08","","0.13%"
"27/02/2024","97,029.86","97,029.86","97,029.86","97,029.86","","0.14%"
"26/02/2024","96,891.60","96,891.60","96,891.60","96,891.60","","0.17%"
"23/02/2024","96,726.48","96,726.48","96,726.48","96,726.48","","0.43%"
"22/02/2024","96,308.62","96,308.62","96,308.62","96,308.62","","0.06%"
"21/02/2024","96,250.45","96,250.45","96,250.45","96,250.45","","-0.49%"
"20/02/2024","96,720.84","96,720.84","96,720.84","96,720.84","","-0.01%"
"19/02/2024","96,729.40","96,729.40","96,729.40","96,729.40","","0.09%"
"16/02/2024","96,643.80","96,643.80","96,643.80","96,643.80","","0.69%"
"15/02/2024","95,980.01","95,980.01","95,980.01","95,980.01","","0.79%"
"14/02/2024","95,230.09","95,230.09","95,230.09","95,230.09","","-0.73%"
"13/02/2024","95,934.73","95,934.73","95,934.73","95,934.73","","-0.15%"
"12/02/2024","96,077.80","96,077.80","96,077.80","96,077.80","","-0.39%"
"09/02/2024","96,455.27","96,455.27","96,455.27","96,455.27","","0.07%"
"08/02/2024","96,384.73","96,384.73","96,384.73","96,384.73","","0.31%"
"07/02/2024","96,089.38","96,089.38","96,089.38","96,089.38","","0.45%"
"06/02/2024","95,655.53","95,655.53","95,655.53","95,655.53","","-0.58%"
"05/02/2024","96,214.14","96,214.14","96,214.14","96,214.14","","-0.96%"
"02/02/2024","97,142.05","97,142.05","97,142.05","97,142.05","","1.47%"
"01/02/2024","95,736.77","95,736.77","95,736.77","95,736.77","","-1.20%"
"31/01/2024","96,904.13","96,904.13","96,904.13","96,904.13","","1.06%"
"30/01/2024","95,888.19","95,888.19","95,888.19","95,888.19","","0.29%"
"29/01/2024","95,613.79","95,613.79","95,613.79","95,613.79","","0.31%"
"25/01/2024","95,322.58","95,322.58","95,322.58","95,322.58","","0.48%"
"24/01/2024","94,866.20","94,866.20","94,866.20","94,866.20","","0.06%"
"23/01/2024","94,812.61","94,812.61","94,812.61","94,812.61","","0.51%"
"22/01/2024","94,328.45","94,328.45","94,328.45","94,328.45","","0.75%"
"19/01/2024","93,630.38","93,630.38","93,630.38","93,630.38","","1.02%"
"18/01/2024","92,687.16","92,687.16","92,687.16","92,687.16","","-0.63%"
"17/01/2024","93,275.17","93,275.17","93,275.17","93,275.17","","-0.29%"
"16/01/2024","93,549.08","93,549.08","93,549.08","93,549.08","","-1.09%"
"15/01/2024","94,576.97","94,576.97","94,576.97","94,576.97","","-0.03%"
"12/01/2024","94,602.44","94,602.44","94,602.44","94,602.44","","-0.10%"
"11/01/2024","94,700.11","94,700.11","94,700.11","94,700.11","","0.50%"
"10/01/2024","94,226.15","94,226.15","94,226.15","94,226.15","","-0.69%"
"09/01/2024","94,883.02","94,883.02","94,883.02","94,883.02","","0.93%"
"08/01/2024","94,010.26","94,010.26","94,010.26","94,010.26","","-0.50%"
"05/01/2024","94,483.67","94,483.67","94,483.67","94,483.67","","-0.07%"
"04/01/2024","94,547.08","94,547.08","94,547.08","94,547.08","","-0.39%"
"03/01/2024","94,914.23","94,914.23","94,914.23","94,914.23","","-1.37%"
"02/01/2024","96,233.73","96,233.73","96,233.73","96,233.73","","0.49%"
"29/12/2023","95,767.32","95,767.32","95,767.32","95,767.32","","-0.31%"
"28/12/2023","96,063.29","96,063.29","96,063.29","96,063.29","","0.83%"
"27/12/2023","95,268.81","95,268.81","95,268.81","95,268.81","","0.80%"
"22/12/2023","94,516.98","94,516.98","94,516.98","94,516.98","","-0.03%"
"21/12/2023","94,549.34","94,549.34","94,549.34","94,549.34","","-0.45%"
"20/12/2023","94,974.74","94,974.74","94,974.74","94,974.74","","0.65%"
"19/12/2023","94,359.72","94,359.72","94,359.72","94,359.72","","0.84%"
"18/12/2023","93,569.55","93,569.55","93,569.55","93,569.55","","-0.22%"
"15/12/2023","93,775.35","93,775.35","93,775.35","93,775.35","","0.88%"
"14/12/2023","92,958.45","92,958.45","92,958.45","92,958.45","","1.66%"
"13/12/2023","91,441.20","91,441.20","91,441.20","91,441.20","","0.31%"
"12/12/2023","91,157.70","91,157.70","91,157.70","91,157.70","","0.50%"
"11/12/2023","90,701.03","90,701.03","90,701.03","90,701.03","","0.06%"
"08/12/2023","90,649.09","90,649.09","90,649.09","90,649.09","","0.30%"
"07/12/2023","90,377.27","90,377.27","90,377.27","90,377.27","","-0.07%"
"06/12/2023","90,440.41","90,440.41","90,440.41","90,440.41","","1.65%"
"05/12/2023","88,968.84","88,968.84","88,968.84","88,968.84","","-0.88%"
"04/12/2023","89,762.47","89,762.47","89,762.47","89,762.47","","0.73%"
"01/12/2023","89,109.26","89,109.26","89,109.26","89,109.26","","-0.20%"
"30/11/2023","89,287.59","89,287.59","89,287.59","89,287.59","","0.75%"
"29/11/2023","88,621.86","88,621.86","88,621.86","88,621.86","","0.30%"
"28/11/2023","88,356.34","88,356.34","88,356.34","88,356.34","","0.39%"
"27/11/2023","88,009.02","88,009.02","88,009.02","88,009.02","","-0.75%"
"24/11/2023","88,677.98","88,677.98","88,677.98","88,677.98","","0.16%"
"23/11/2023","88,532.20","88,532.20","88,532.20","88,532.20","","-0.62%"
"22/11/2023","89,084.76","89,084.76","89,084.76","89,084.76","","-0.07%"
"21/11/2023","89,144.82","89,144.82","89,144.82","89,144.82","","0.29%"
"20/11/2023","88,889.25","88,889.25","88,889.25","88,889.25","","0.13%"
"17/11/2023","88,775.46","88,775.46","88,775.46","88,775.46","","-0.12%"
"16/11/2023","88,883.84","88,883.84","88,883.84","88,883.84","","-0.53%"
"15/11/2023","89,356.42","89,356.42","89,356.42","89,356.42","","1.42%"
