Price,Adj Close,Close,High,Low,Open,Volume
Ticker,^AXJT,^AXJT,^AXJT,^AXJT,^AXJT,^AXJT
Date,,,,,,
2026-07-15,121393.296875,121393.296875,121826.296875,120946.0,120946.0,0
2026-07-16,121387.8984375,121387.8984375,121601.203125,120941.0,121393.296875,0
2026-07-17,120784.796875,120784.796875,121387.8984375,120253.5,121387.8984375,0
2026-07-20,120709.6015625,120709.6015625,121326.203125,120709.6015625,120784.796875,0
2026-07-21,120737.5,120737.5,120874.5,119909.1015625,120709.6015625,0
2026-07-22,121144.8984375,121144.8984375,121401.203125,120737.5,120737.5,0
2026-07-23,121364.8984375,121364.8984375,122549.0,121144.8984375,121144.8984375,0
2026-07-24,120449.203125,120449.203125,121364.8984375,120012.703125,121364.8984375,0
2026-07-27,122119.6015625,122119.6015625,122119.6015625,120449.203125,120449.203125,0
2026-07-28,122858.703125,122858.703125,122858.703125,121606.5,122119.6015625,0
2026-07-29,124105.8984375,124105.8984375,124757.6015625,122858.703125,122858.703125,0
2026-07-30,123132.203125,123132.203125,124105.8984375,122906.703125,124105.8984375,0
2026-07-31,123257.0,123257.0,124396.5,123132.203125,123132.203125,0
2026-08-03,123842.296875,123842.296875,123842.296875,122759.703125,123259.0,0
2026-08-04,125578.796875,125578.796875,125578.796875,123842.296875,123842.296875,0
2026-08-05,126705.8984375,126705.8984375,126735.3984375,125471.796875,125578.796875,0
