Price,Adj Close,Close,High,Low,Open,Volume
Ticker,^AXJT,^AXJT,^AXJT,^AXJT,^AXJT,^AXJT
Date,,,,,,
2026-08-06,127307.0,127307.0,127651.703125,126705.8984375,126705.8984375,0
2026-08-07,127197.3984375,127197.3984375,127349.703125,126552.703125,127307.0,0
2026-08-10,126771.8984375,126771.8984375,127248.3984375,126385.5,127197.6015625,0
2026-08-11,127018.296875,127018.296875,127461.8984375,126771.8984375,126771.8984375,0
2026-08-12,126452.703125,126452.703125,127018.296875,126135.6015625,127018.296875,0
2026-08-13,126238.203125,126238.203125,126524.8984375,125589.8984375,126524.8984375,0
2026-08-14,125231.5,125231.5,126238.203125,124891.3984375,126238.203125,0
2026-08-17,124679.3984375,124679.3984375,125257.0,124569.0,125257.0,0
2026-08-18,124652.296875,124652.296875,125154.703125,124438.8984375,124695.3984375,0
2026-08-19,124636.203125,124636.203125,124859.6015625,124165.203125,124859.6015625,0
2026-08-20,125057.703125,125057.703125,125435.796875,124645.0,124645.0,0
2026-08-21,124727.3984375,124727.3984375,125069.796875,124536.3984375,125069.796875,0
2026-08-24,125403.5,125403.5,125792.296875,124795.1015625,124795.1015625,0
2026-08-25,126276.0,126276.0,126487.203125,125428.703125,125428.703125,0
2026-08-26,125833.1015625,125833.1015625,127112.203125,125833.1015625,126339.796875,0
2026-08-27,124615.6015625,124615.6015625,125851.0,124478.8984375,125851.0,0
2026-08-28,125368.703125,125368.703125,125368.703125,124622.8984375,124622.8984375,0
2026-08-31,125160.203125,125160.203125,125804.1015625,124881.796875,125385.3984375,0
2026-09-01,125177.5,125177.5,125305.203125,124586.3984375,125305.203125,0
2026-09-02,124040.3984375,124040.3984375,125259.296875,123441.8984375,125259.296875,0
2026-09-03,125046.6015625,125046.6015625,125155.796875,124359.5,124471.703125,0
2026-09-04,124876.796875,124876.796875,125768.6015625,124760.203125,125073.703125,0
2026-09-07,124957.703125,124957.703125,125423.1015625,124799.0,124888.296875,0
2026-09-08,123732.703125,123732.703125,124981.8984375,123644.6015625,124981.8984375,0
2026-09-09,123717.703125,123717.703125,124267.3984375,123404.6015625,123848.1015625,0
2026-09-10,122461.0,122461.0,123739.1015625,121394.703125,123739.1015625,0
2026-09-11,121388.203125,121388.203125,122473.3984375,120813.6015625,122473.3984375,0
