"Date","Price","Open","High","Low","Vol.","Change %"
"06/11/2018","60,570.28","60,570.28","60,570.28","60,570.28","","0.98%"
"05/11/2018","59,982.27","59,982.27","59,982.27","59,982.27","","-0.53%"
"02/11/2018","60,302.51","60,302.51","60,302.51","60,302.51","","0.14%"
"01/11/2018","60,215.80","60,215.80","60,215.80","60,215.80","","0.18%"
"31/10/2018","60,107.66","60,107.66","60,107.66","60,107.66","","0.43%"
"30/10/2018","59,847.81","59,847.81","59,847.81","59,847.81","","1.34%"
"29/10/2018","59,054.52","59,054.52","59,054.52","59,054.52","","1.11%"
"26/10/2018","58,405.07","58,405.07","58,405.07","58,405.07","","0.02%"
"25/10/2018","58,392.59","58,392.59","58,392.59","58,392.59","","-2.83%"
"24/10/2018","60,093.21","60,093.21","60,093.21","60,093.21","","-0.23%"
"23/10/2018","60,232.37","60,232.37","60,232.37","60,232.37","","-1.05%"
"22/10/2018","60,869.95","60,869.95","60,869.95","60,869.95","","-0.58%"
"19/10/2018","61,226.17","61,226.17","61,226.17","61,226.17","","-0.05%"
"18/10/2018","61,256.28","61,256.28","61,256.28","61,256.28","","0.06%"
"17/10/2018","61,222.06","61,222.06","61,222.06","61,222.06","","1.18%"
"16/10/2018","60,508.59","60,508.59","60,508.59","60,508.59","","0.56%"
"15/10/2018","60,170.67","60,170.67","60,170.67","60,170.67","","-0.99%"
"12/10/2018","60,774.17","60,774.17","60,774.17","60,774.17","","0.20%"
"11/10/2018","60,650.78","60,650.78","60,650.78","60,650.78","","-2.74%"
"10/10/2018","62,357.93","62,357.93","62,357.93","62,357.93","","0.14%"
"09/10/2018","62,267.88","62,267.88","62,267.88","62,267.88","","-0.97%"
"08/10/2018","62,878.46","62,878.46","62,878.46","62,878.46","","-1.38%"
"05/10/2018","63,756.43","63,756.43","63,756.43","63,756.43","","0.15%"
"04/10/2018","63,661.72","63,661.72","63,661.72","63,661.72","","0.50%"
"03/10/2018","63,346.23","63,346.23","63,346.23","63,346.23","","0.32%"
"02/10/2018","63,141.27","63,141.27","63,141.27","63,141.27","","-0.75%"
"01/10/2018","63,615.85","63,615.85","63,615.85","63,615.85","","-0.57%"
"28/09/2018","63,979.04","63,979.04","63,979.04","63,979.04","","0.43%"
"27/09/2018","63,707.50","63,707.50","63,707.50","63,707.50","","-0.18%"
"26/09/2018","63,820.09","63,820.09","63,820.09","63,820.09","","0.10%"
"25/09/2018","63,753.40","63,753.40","63,753.40","63,753.40","","-0.02%"
"24/09/2018","63,763.67","63,763.67","63,763.67","63,763.67","","-0.12%"
"21/09/2018","63,839.58","63,839.58","63,839.58","63,839.58","","0.41%"
"20/09/2018","63,577.82","63,577.82","63,577.82","63,577.82","","-0.32%"
"19/09/2018","63,783.14","63,783.14","63,783.14","63,783.14","","0.46%"
"18/09/2018","63,488.86","63,488.86","63,488.86","63,488.86","","-0.38%"
"17/09/2018","63,729.75","63,729.75","63,729.75","63,729.75","","0.33%"
"14/09/2018","63,522.77","63,522.77","63,522.77","63,522.77","","0.60%"
"13/09/2018","63,145.54","63,145.54","63,145.54","63,145.54","","-0.69%"
"12/09/2018","63,581.24","63,581.24","63,581.24","63,581.24","","-0.03%"
"11/09/2018","63,601.27","63,601.27","63,601.27","63,601.27","","0.67%"
"10/09/2018","63,177.68","63,177.68","63,177.68","63,177.68","","-0.02%"
"07/09/2018","63,188.29","63,188.29","63,188.29","63,188.29","","-0.24%"
"06/09/2018","63,339.73","63,339.73","63,339.73","63,339.73","","-0.93%"
"05/09/2018","63,934.43","63,934.43","63,934.43","63,934.43","","-0.96%"
"04/09/2018","64,551.80","64,551.80","64,551.80","64,551.80","","-0.25%"
"03/09/2018","64,714.42","64,714.42","64,714.42","64,714.42","","-0.13%"
"31/08/2018","64,795.65","64,795.65","64,795.65","64,795.65","","-0.48%"
"30/08/2018","65,109.79","65,109.79","65,109.79","65,109.79","","0.00%"
"29/08/2018","65,109.00","65,109.00","65,109.00","65,109.00","","0.82%"
"28/08/2018","64,577.34","64,577.34","64,577.34","64,577.34","","0.62%"
"27/08/2018","64,181.70","64,181.70","64,181.70","64,181.70","","0.37%"
"24/08/2018","63,944.92","63,944.92","63,944.92","63,944.92","","0.05%"
"23/08/2018","63,912.78","63,912.78","63,912.78","63,912.78","","-0.28%"
"22/08/2018","64,094.14","64,094.14","64,094.14","64,094.14","","-0.25%"
"21/08/2018","64,251.76","64,251.76","64,251.76","64,251.76","","-0.92%"
"20/08/2018","64,845.89","64,845.89","64,845.89","64,845.89","","0.18%"
"17/08/2018","64,730.96","64,730.96","64,730.96","64,730.96","","0.17%"
"16/08/2018","64,618.91","64,618.91","64,618.91","64,618.91","","-0.01%"
"15/08/2018","64,625.41","64,625.41","64,625.41","64,625.41","","0.75%"
"14/08/2018","64,142.81","64,142.81","64,142.81","64,142.81","","0.80%"
"13/08/2018","63,632.58","63,632.58","63,632.58","63,632.58","","-0.42%"
"10/08/2018","63,899.47","63,899.47","63,899.47","63,899.47","","-0.30%"
"09/08/2018","64,093.87","64,093.87","64,093.87","64,093.87","","0.51%"
"08/08/2018","63,770.85","63,770.85","63,770.85","63,770.85","","0.23%"
"07/08/2018","63,622.40","63,622.40","63,622.40","63,622.40","","-0.30%"
"06/08/2018","63,816.13","63,816.13","63,816.13","63,816.13","","0.61%"
"03/08/2018","63,427.49","63,427.49","63,427.49","63,427.49","","-0.10%"
"02/08/2018","63,489.40","63,489.40","63,489.40","63,489.40","","-0.56%"
"01/08/2018","63,843.99","63,843.99","63,843.99","63,843.99","","-0.07%"
"31/07/2018","63,889.60","63,889.60","63,889.60","63,889.60","","0.03%"
"30/07/2018","63,871.20","63,871.20","63,871.20","63,871.20","","-0.35%"
"27/07/2018","64,093.33","64,093.33","64,093.33","64,093.33","","0.89%"
"26/07/2018","63,526.38","63,526.38","63,526.38","63,526.38","","-0.05%"
"25/07/2018","63,558.41","63,558.41","63,558.41","63,558.41","","-0.29%"
"24/07/2018","63,743.52","63,743.52","63,743.52","63,743.52","","0.62%"
"23/07/2018","63,352.88","63,352.88","63,352.88","63,352.88","","-0.93%"
"20/07/2018","63,945.92","63,945.92","63,945.92","63,945.92","","0.37%"
"19/07/2018","63,710.41","63,710.41","63,710.41","63,710.41","","0.28%"
"18/07/2018","63,531.47","63,531.47","63,531.47","63,531.47","","0.67%"
"17/07/2018","63,109.59","63,109.59","63,109.59","63,109.59","","-0.61%"
"16/07/2018","63,494.92","63,494.92","63,494.92","63,494.92","","-0.43%"
"13/07/2018","63,768.30","63,768.30","63,768.30","63,768.30","","0.00%"
"12/07/2018","63,767.43","63,767.43","63,767.43","63,767.43","","0.85%"
"11/07/2018","63,231.25","63,231.25","63,231.25","63,231.25","","-0.68%"
"10/07/2018","63,663.58","63,663.58","63,663.58","63,663.58","","-0.44%"
"09/07/2018","63,945.26","63,945.26","63,945.26","63,945.26","","0.22%"
"06/07/2018","63,805.39","63,805.39","63,805.39","63,805.39","","0.91%"
"05/07/2018","63,227.88","63,227.88","63,227.88","63,227.88","","0.52%"
"04/07/2018","62,901.01","62,901.01","62,901.01","62,901.01","","-0.43%"
"03/07/2018","63,173.83","63,173.83","63,173.83","63,173.83","","0.52%"
"02/07/2018","62,844.09","62,844.09","62,844.09","62,844.09","","-0.27%"
"29/06/2018","63,015.41","63,015.41","63,015.41","63,015.41","","-0.33%"
"28/06/2018","63,225.85","63,225.85","63,225.85","63,225.85","","0.51%"
"27/06/2018","62,903.20","62,903.20","62,903.20","62,903.20","","-0.03%"
"26/06/2018","62,921.00","62,921.00","62,921.00","62,921.00","","-0.21%"
"25/06/2018","63,050.92","63,050.92","63,050.92","63,050.92","","-0.24%"
"22/06/2018","63,200.31","63,200.31","63,200.31","63,200.31","","-0.11%"
"21/06/2018","63,270.45","63,270.45","63,270.45","63,270.45","","0.97%"
"20/06/2018","62,665.05","62,665.05","62,665.05","62,665.05","","1.15%"
"19/06/2018","61,949.77","61,949.77","61,949.77","61,949.77","","-0.03%"
"18/06/2018","61,970.11","61,970.11","61,970.11","61,970.11","","0.17%"
"15/06/2018","61,867.58","61,867.58","61,867.58","61,867.58","","1.29%"
"14/06/2018","61,081.87","61,081.87","61,081.87","61,081.87","","-0.11%"
"13/06/2018","61,151.54","61,151.54","61,151.54","61,151.54","","-0.51%"
"12/06/2018","61,462.49","61,462.49","61,462.49","61,462.49","","0.15%"
"08/06/2018","61,368.54","61,368.54","61,368.54","61,368.54","","-0.20%"
"07/06/2018","61,491.47","61,491.47","61,491.47","61,491.47","","0.53%"
"06/06/2018","61,164.72","61,164.72","61,164.72","61,164.72","","0.52%"
"05/06/2018","60,849.57","60,849.57","60,849.57","60,849.57","","-0.51%"
"04/06/2018","61,160.90","61,160.90","61,160.90","61,160.90","","0.59%"
"01/06/2018","60,804.03","60,804.03","60,804.03","60,804.03","","-0.36%"
"31/05/2018","61,021.25","61,021.25","61,021.25","61,021.25","","0.46%"
"30/05/2018","60,740.01","60,740.01","60,740.01","60,740.01","","-0.48%"
"29/05/2018","61,032.55","61,032.55","61,032.55","61,032.55","","0.17%"
"28/05/2018","60,931.18","60,931.18","60,931.18","60,931.18","","-0.47%"
"25/05/2018","61,221.47","61,221.47","61,221.47","61,221.47","","-0.07%"
"24/05/2018","61,264.66","61,264.66","61,264.66","61,264.66","","0.08%"
"23/05/2018","61,216.18","61,216.18","61,216.18","61,216.18","","-0.15%"
"22/05/2018","61,311.21","61,311.21","61,311.21","61,311.21","","-0.69%"
"21/05/2018","61,737.76","61,737.76","61,737.76","61,737.76","","-0.05%"
"18/05/2018","61,766.87","61,766.87","61,766.87","61,766.87","","-0.11%"
"17/05/2018","61,835.33","61,835.33","61,835.33","61,835.33","","-0.01%"
"16/05/2018","61,843.36","61,843.36","61,843.36","61,843.36","","0.15%"
"15/05/2018","61,750.79","61,750.79","61,750.79","61,750.79","","-0.45%"
"14/05/2018","62,028.37","62,028.37","62,028.37","62,028.37","","0.52%"
"11/05/2018","61,709.71","61,709.71","61,709.71","61,709.71","","-0.04%"
"10/05/2018","61,735.55","61,735.55","61,735.55","61,735.55","","0.18%"
"09/05/2018","61,627.34","61,627.34","61,627.34","61,627.34","","0.27%"
"08/05/2018","61,463.62","61,463.62","61,463.62","61,463.62","","0.12%"
"07/05/2018","61,388.83","61,388.83","61,388.83","61,388.83","","0.36%"
"04/05/2018","61,171.10","61,171.10","61,171.10","61,171.10","","-0.58%"
"03/05/2018","61,528.09","61,528.09","61,528.09","61,528.09","","0.80%"
"02/05/2018","61,042.37","61,042.37","61,042.37","61,042.37","","0.58%"
"01/05/2018","60,689.74","60,689.74","60,689.74","60,689.74","","0.54%"
"30/04/2018","60,361.82","60,361.82","60,361.82","60,361.82","","0.49%"
"27/04/2018","60,067.31","60,067.31","60,067.31","60,067.31","","0.73%"
"26/04/2018","59,634.75","59,634.75","59,634.75","59,634.75","","-0.17%"
"24/04/2018","59,737.99","59,737.99","59,737.99","59,737.99","","0.60%"
"23/04/2018","59,379.45","59,379.45","59,379.45","59,379.45","","0.29%"
"20/04/2018","59,205.56","59,205.56","59,205.56","59,205.56","","-0.21%"
"19/04/2018","59,328.88","59,328.88","59,328.88","59,328.88","","0.33%"
"18/04/2018","59,131.36","59,131.36","59,131.36","59,131.36","","0.34%"
"17/04/2018","58,929.86","58,929.86","58,929.86","58,929.86","","0.00%"
"16/04/2018","58,927.76","58,927.76","58,927.76","58,927.76","","0.21%"
"13/04/2018","58,803.80","58,803.80","58,803.80","58,803.80","","0.23%"
"12/04/2018","58,667.16","58,667.16","58,667.16","58,667.16","","-0.23%"
"11/04/2018","58,799.84","58,799.84","58,799.84","58,799.84","","-0.48%"
"10/04/2018","59,085.18","59,085.18","59,085.18","59,085.18","","0.83%"
"09/04/2018","58,597.93","58,597.93","58,597.93","58,597.93","","0.35%"
"06/04/2018","58,396.36","58,396.36","58,396.36","58,396.36","","0.00%"
"05/04/2018","58,397.03","58,397.03","58,397.03","58,397.03","","0.49%"
"04/04/2018","58,112.53","58,112.53","58,112.53","58,112.53","","0.16%"
"03/04/2018","58,017.44","58,017.44","58,017.44","58,017.44","","-0.13%"
"29/03/2018","58,092.50","58,092.50","58,092.50","58,092.50","","-0.52%"
"28/03/2018","58,394.27","58,394.27","58,394.27","58,394.27","","-0.73%"
"27/03/2018","58,824.64","58,824.64","58,824.64","58,824.64","","0.73%"
"26/03/2018","58,396.16","58,396.16","58,396.16","58,396.16","","-0.51%"
"23/03/2018","58,697.31","58,697.31","58,697.31","58,697.31","","-1.96%"
"22/03/2018","59,871.35","59,871.35","59,871.35","59,871.35","","-0.22%"
"21/03/2018","60,000.48","60,000.48","60,000.48","60,000.48","","0.24%"
"20/03/2018","59,857.67","59,857.67","59,857.67","59,857.67","","-0.38%"
"19/03/2018","60,086.04","60,086.04","60,086.04","60,086.04","","0.17%"
"16/03/2018","59,981.34","59,981.34","59,981.34","59,981.34","","0.48%"
"15/03/2018","59,692.50","59,692.50","59,692.50","59,692.50","","-0.24%"
"14/03/2018","59,834.70","59,834.70","59,834.70","59,834.70","","-0.63%"
"13/03/2018","60,212.70","60,212.70","60,212.70","60,212.70","","-0.35%"
"12/03/2018","60,425.99","60,425.99","60,425.99","60,425.99","","0.56%"
"09/03/2018","60,087.64","60,087.64","60,087.64","60,087.64","","0.35%"
"08/03/2018","59,880.82","59,880.82","59,880.82","59,880.82","","0.88%"
"07/03/2018","59,357.02","59,357.02","59,357.02","59,357.02","","-0.98%"
"06/03/2018","59,943.79","59,943.79","59,943.79","59,943.79","","1.18%"
"05/03/2018","59,243.81","59,243.81","59,243.81","59,243.81","","-0.56%"
"02/03/2018","59,577.15","59,577.15","59,577.15","59,577.15","","-0.74%"
"01/03/2018","60,020.87","60,020.87","60,020.87","60,020.87","","-0.58%"
"28/02/2018","60,369.39","60,369.39","60,369.39","60,369.39","","-0.61%"
"27/02/2018","60,737.35","60,737.35","60,737.35","60,737.35","","0.30%"
"26/02/2018","60,554.02","60,554.02","60,554.02","60,554.02","","0.81%"
"23/02/2018","60,069.59","60,069.59","60,069.59","60,069.59","","0.84%"
"22/02/2018","59,570.99","59,570.99","59,570.99","59,570.99","","0.19%"
"21/02/2018","59,459.64","59,459.64","59,459.64","59,459.64","","0.11%"
"20/02/2018","59,396.78","59,396.78","59,396.78","59,396.78","","0.02%"
"19/02/2018","59,386.16","59,386.16","59,386.16","59,386.16","","0.65%"
"16/02/2018","59,005.42","59,005.42","59,005.42","59,005.42","","-0.08%"
"15/02/2018","59,053.52","59,053.52","59,053.52","59,053.52","","1.16%"
"14/02/2018","58,373.90","58,373.90","58,373.90","58,373.90","","-0.03%"
"13/02/2018","58,389.17","58,389.17","58,389.17","58,389.17","","0.68%"
"12/02/2018","57,996.20","57,996.20","57,996.20","57,996.20","","-0.30%"
"09/02/2018","58,168.34","58,168.34","58,168.34","58,168.34","","-0.89%"
"08/02/2018","58,691.38","58,691.38","58,691.38","58,691.38","","0.24%"
"07/02/2018","58,552.97","58,552.97","58,552.97","58,552.97","","0.75%"
"06/02/2018","58,118.96","58,118.96","58,118.96","58,118.96","","-3.20%"
"05/02/2018","60,040.78","60,040.78","60,040.78","60,040.78","","-1.55%"
"02/02/2018","60,988.85","60,988.85","60,988.85","60,988.85","","0.51%"
"01/02/2018","60,676.78","60,676.78","60,676.78","60,676.78","","0.87%"
"31/01/2018","60,154.88","60,154.88","60,154.88","60,154.88","","0.25%"
"30/01/2018","60,005.50","60,005.50","60,005.50","60,005.50","","-0.87%"
"29/01/2018","60,529.67","60,529.67","60,529.67","60,529.67","","0.42%"
"25/01/2018","60,276.75","60,276.75","60,276.75","60,276.75","","-0.08%"
"24/01/2018","60,322.93","60,322.93","60,322.93","60,322.93","","0.29%"
"23/01/2018","60,146.62","60,146.62","60,146.62","60,146.62","","0.75%"
"22/01/2018","59,697.79","59,697.79","59,697.79","59,697.79","","-0.23%"
"19/01/2018","59,836.21","59,836.21","59,836.21","59,836.21","","-0.15%"
"18/01/2018","59,923.48","59,923.48","59,923.48","59,923.48","","-0.02%"
"17/01/2018","59,935.48","59,935.48","59,935.48","59,935.48","","-0.54%"
"16/01/2018","60,261.41","60,261.41","60,261.41","60,261.41","","-0.47%"
"15/01/2018","60,544.79","60,544.79","60,544.79","60,544.79","","0.12%"
"12/01/2018","60,474.76","60,474.76","60,474.76","60,474.76","","0.04%"
"11/01/2018","60,450.55","60,450.55","60,450.55","60,450.55","","-0.48%"
"10/01/2018","60,740.03","60,740.03","60,740.03","60,740.03","","-0.64%"
"09/01/2018","61,129.86","61,129.86","61,129.86","61,129.86","","0.09%"
"08/01/2018","61,075.72","61,075.72","61,075.72","61,075.72","","0.13%"
"05/01/2018","60,995.77","60,995.77","60,995.77","60,995.77","","0.74%"
"04/01/2018","60,544.75","60,544.75","60,544.75","60,544.75","","0.11%"
"03/01/2018","60,478.05","60,478.05","60,478.05","60,478.05","","0.15%"
"02/01/2018","60,387.35","60,387.35","60,387.35","60,387.35","","-0.06%"
"29/12/2017","60,425.70","60,425.70","60,425.70","60,425.70","","-0.38%"
"28/12/2017","60,654.99","60,654.99","60,654.99","60,654.99","","0.49%"
"27/12/2017","60,357.81","60,357.81","60,357.81","60,357.81","","0.00%"
"22/12/2017","60,356.20","60,356.20","60,356.20","60,356.20","","0.15%"
"21/12/2017","60,263.20","60,263.20","60,263.20","60,263.20","","-0.25%"
"20/12/2017","60,414.96","60,414.96","60,414.96","60,414.96","","0.06%"
"19/12/2017","60,376.86","60,376.86","60,376.86","60,376.86","","0.54%"
"18/12/2017","60,050.12","60,050.12","60,050.12","60,050.12","","0.70%"
"15/12/2017","59,632.89","59,632.89","59,632.89","59,632.89","","-0.24%"
"14/12/2017","59,774.97","59,774.97","59,774.97","59,774.97","","-0.17%"
"13/12/2017","59,877.03","59,877.03","59,877.03","59,877.03","","0.14%"
"12/12/2017","59,791.26","59,791.26","59,791.26","59,791.26","","0.25%"
"11/12/2017","59,640.71","59,640.71","59,640.71","59,640.71","","0.07%"
"08/12/2017","59,601.79","59,601.79","59,601.79","59,601.79","","0.28%"
"07/12/2017","59,436.28","59,436.28","59,436.28","59,436.28","","0.54%"
"06/12/2017","59,115.53","59,115.53","59,115.53","59,115.53","","-0.44%"
"05/12/2017","59,375.18","59,375.18","59,375.18","59,375.18","","-0.22%"
"04/12/2017","59,506.74","59,506.74","59,506.74","59,506.74","","-0.07%"
"01/12/2017","59,548.19","59,548.19","59,548.19","59,548.19","","0.33%"
"30/11/2017","59,350.71","59,350.71","59,350.71","59,350.71","","-0.69%"
"29/11/2017","59,760.53","59,760.53","59,760.53","59,760.53","","0.45%"
"28/11/2017","59,490.69","59,490.69","59,490.69","59,490.69","","-0.07%"
"27/11/2017","59,535.16","59,535.16","59,535.16","59,535.16","","0.10%"
"24/11/2017","59,473.30","59,473.30","59,473.30","59,473.30","","-0.06%"
"23/11/2017","59,507.60","59,507.60","59,507.60","59,507.60","","0.00%"
"22/11/2017","59,506.70","59,506.70","59,506.70","59,506.70","","0.38%"
"21/11/2017","59,279.14","59,279.14","59,279.14","59,279.14","","0.30%"
"20/11/2017","59,101.71","59,101.71","59,101.71","59,101.71","","-0.19%"
"17/11/2017","59,213.83","59,213.83","59,213.83","59,213.83","","0.24%"
"16/11/2017","59,074.72","59,074.72","59,074.72","59,074.72","","0.16%"
"15/11/2017","58,982.52","58,982.52","58,982.52","58,982.52","","-0.58%"
"14/11/2017","59,325.54","59,325.54","59,325.54","59,325.54","","-0.87%"
"13/11/2017","59,848.61","59,848.61","59,848.61","59,848.61","","0.22%"
"10/11/2017","59,716.90","59,716.90","59,716.90","59,716.90","","-0.32%"
"09/11/2017","59,911.36","59,911.36","59,911.36","59,911.36","","0.72%"
"08/11/2017","59,483.85","59,483.85","59,483.85","59,483.85","","0.04%"
"07/11/2017","59,462.90","59,462.90","59,462.90","59,462.90","","1.06%"
"06/11/2017","58,839.67","58,839.67","58,839.67","58,839.67","","-0.10%"
"03/11/2017","58,899.91","58,899.91","58,899.91","58,899.91","","0.47%"
"02/11/2017","58,621.52","58,621.52","58,621.52","58,621.52","","-0.09%"
"01/11/2017","58,675.90","58,675.90","58,675.90","58,675.90","","0.49%"
"31/10/2017","58,391.81","58,391.81","58,391.81","58,391.81","","-0.17%"
"30/10/2017","58,488.57","58,488.57","58,488.57","58,488.57","","0.27%"
"27/10/2017","58,331.24","58,331.24","58,331.24","58,331.24","","-0.22%"
"26/10/2017","58,460.11","58,460.11","58,460.11","58,460.11","","0.18%"
"25/10/2017","58,354.38","58,354.38","58,354.38","58,354.38","","0.14%"
"24/10/2017","58,275.50","58,275.50","58,275.50","58,275.50","","0.06%"
"23/10/2017","58,239.41","58,239.41","58,239.41","58,239.41","","-0.22%"
"20/10/2017","58,368.13","58,368.13","58,368.13","58,368.13","","0.18%"
"19/10/2017","58,260.82","58,260.82","58,260.82","58,260.82","","0.10%"
"18/10/2017","58,204.97","58,204.97","58,204.97","58,204.97","","0.01%"
"17/10/2017","58,196.44","58,196.44","58,196.44","58,196.44","","0.73%"
"16/10/2017","57,773.03","57,773.03","57,773.03","57,773.03","","0.56%"
"13/10/2017","57,450.56","57,450.56","57,450.56","57,450.56","","0.34%"
"12/10/2017","57,256.02","57,256.02","57,256.02","57,256.02","","0.39%"
"11/10/2017","57,034.93","57,034.93","57,034.93","57,034.93","","0.59%"
"10/10/2017","56,698.63","56,698.63","56,698.63","56,698.63","","-0.02%"
"09/10/2017","56,709.97","56,709.97","56,709.97","56,709.97","","0.50%"
"06/10/2017","56,427.55","56,427.55","56,427.55","56,427.55","","1.04%"
"05/10/2017","55,845.47","55,845.47","55,845.47","55,845.47","","0.00%"
"04/10/2017","55,846.69","55,846.69","55,846.69","55,846.69","","-0.87%"
"03/10/2017","56,334.64","56,334.64","56,334.64","56,334.64","","-0.49%"
"02/10/2017","56,609.49","56,609.49","56,609.49","56,609.49","","0.84%"
"29/09/2017","56,137.99","56,137.99","56,137.99","56,137.99","","0.20%"
"28/09/2017","56,027.08","56,027.08","56,027.08","56,027.08","","0.11%"
"27/09/2017","55,963.33","55,963.33","55,963.33","55,963.33","","-0.12%"
"26/09/2017","56,028.98","56,028.98","56,028.98","56,028.98","","-0.22%"
"25/09/2017","56,153.36","56,153.36","56,153.36","56,153.36","","0.03%"
"22/09/2017","56,136.11","56,136.11","56,136.11","56,136.11","","0.47%"
"21/09/2017","55,872.16","55,872.16","55,872.16","55,872.16","","-0.92%"
"20/09/2017","56,393.21","56,393.21","56,393.21","56,393.21","","-0.07%"
"19/09/2017","56,431.15","56,431.15","56,431.15","56,431.15","","-0.11%"
"18/09/2017","56,496.06","56,496.06","56,496.06","56,496.06","","0.45%"
"15/09/2017","56,243.48","56,243.48","56,243.48","56,243.48","","-0.76%"
"14/09/2017","56,674.61","56,674.61","56,674.61","56,674.61","","-0.06%"
"13/09/2017","56,707.40","56,707.40","56,707.40","56,707.40","","-0.02%"
"12/09/2017","56,718.35","56,718.35","56,718.35","56,718.35","","0.62%"
"11/09/2017","56,370.72","56,370.72","56,370.72","56,370.72","","0.74%"
"08/09/2017","55,954.36","55,954.36","55,954.36","55,954.36","","-0.28%"
"07/09/2017","56,109.82","56,109.82","56,109.82","56,109.82","","0.18%"
"06/09/2017","56,008.40","56,008.40","56,008.40","56,008.40","","-0.23%"
"05/09/2017","56,137.62","56,137.62","56,137.62","56,137.62","","0.11%"
"04/09/2017","56,073.66","56,073.66","56,073.66","56,073.66","","-0.37%"
"01/09/2017","56,279.10","56,279.10","56,279.10","56,279.10","","0.24%"
"31/08/2017","56,146.82","56,146.82","56,146.82","56,146.82","","0.80%"
"30/08/2017","55,700.11","55,700.11","55,700.11","55,700.11","","0.14%"
"29/08/2017","55,619.82","55,619.82","55,619.82","55,619.82","","-0.70%"
"28/08/2017","56,014.04","56,014.04","56,014.04","56,014.04","","-0.57%"
"25/08/2017","56,333.68","56,333.68","56,333.68","56,333.68","","-0.02%"
"24/08/2017","56,345.98","56,345.98","56,345.98","56,345.98","","0.20%"
"23/08/2017","56,233.76","56,233.76","56,233.76","56,233.76","","-0.17%"
"22/08/2017","56,332.08","56,332.08","56,332.08","56,332.08","","0.52%"
"21/08/2017","56,039.07","56,039.07","56,039.07","56,039.07","","-0.37%"
"18/08/2017","56,246.06","56,246.06","56,246.06","56,246.06","","-0.55%"
"17/08/2017","56,558.26","56,558.26","56,558.26","56,558.26","","-0.09%"
"16/08/2017","56,611.46","56,611.46","56,611.46","56,611.46","","0.78%"
"15/08/2017","56,174.93","56,174.93","56,174.93","56,174.93","","0.48%"
"14/08/2017","55,907.37","55,907.37","55,907.37","55,907.37","","0.65%"
"11/08/2017","55,543.78","55,543.78","55,543.78","55,543.78","","-1.11%"
"10/08/2017","56,168.11","56,168.11","56,168.11","56,168.11","","-0.04%"
"09/08/2017","56,192.60","56,192.60","56,192.60","56,192.60","","0.38%"
"08/08/2017","55,979.10","55,979.10","55,979.10","55,979.10","","-0.52%"
"07/08/2017","56,269.57","56,269.57","56,269.57","56,269.57","","0.93%"
"04/08/2017","55,753.27","55,753.27","55,753.27","55,753.27","","-0.25%"
"03/08/2017","55,894.98","55,894.98","55,894.98","55,894.98","","-0.16%"
"02/08/2017","55,983.48","55,983.48","55,983.48","55,983.48","","-0.49%"
"01/08/2017","56,258.01","56,258.01","56,258.01","56,258.01","","0.91%"
"31/07/2017","55,753.35","55,753.35","55,753.35","55,753.35","","0.31%"
"28/07/2017","55,580.13","55,580.13","55,580.13","55,580.13","","-1.42%"
"27/07/2017","56,381.18","56,381.18","56,381.18","56,381.18","","0.15%"
"26/07/2017","56,299.46","56,299.46","56,299.46","56,299.46","","0.87%"
"25/07/2017","55,811.89","55,811.89","55,811.89","55,811.89","","0.68%"
"24/07/2017","55,435.36","55,435.36","55,435.36","55,435.36","","-0.61%"
"21/07/2017","55,774.22","55,774.22","55,774.22","55,774.22","","-0.67%"
"20/07/2017","56,150.53","56,150.53","56,150.53","56,150.53","","0.51%"
"19/07/2017","55,864.71","55,864.71","55,864.71","55,864.71","","0.79%"
"18/07/2017","55,428.74","55,428.74","55,428.74","55,428.74","","-1.18%"
"17/07/2017","56,092.21","56,092.21","56,092.21","56,092.21","","-0.17%"
"14/07/2017","56,186.25","56,186.25","56,186.25","56,186.25","","0.49%"
"13/07/2017","55,909.95","55,909.95","55,909.95","55,909.95","","1.11%"
"12/07/2017","55,296.58","55,296.58","55,296.58","55,296.58","","-0.96%"
"11/07/2017","55,833.52","55,833.52","55,833.52","55,833.52","","0.08%"
"10/07/2017","55,789.76","55,789.76","55,789.76","55,789.76","","0.37%"
"07/07/2017","55,586.38","55,586.38","55,586.38","55,586.38","","-0.96%"
"06/07/2017","56,124.31","56,124.31","56,124.31","56,124.31","","-0.07%"
"05/07/2017","56,165.52","56,165.52","56,165.52","56,165.52","","-0.36%"
"04/07/2017","56,365.94","56,365.94","56,365.94","56,365.94","","1.75%"
"03/07/2017","55,397.90","55,397.90","55,397.90","55,397.90","","-0.65%"
"30/06/2017","55,758.56","55,758.56","55,758.56","55,758.56","","-1.66%"
"29/06/2017","56,698.75","56,698.75","56,698.75","56,698.75","","1.28%"
"28/06/2017","55,979.53","55,979.53","55,979.53","55,979.53","","0.73%"
"27/06/2017","55,575.86","55,575.86","55,575.86","55,575.86","","-0.10%"
"26/06/2017","55,633.90","55,633.90","55,633.90","55,633.90","","0.07%"
"23/06/2017","55,592.21","55,592.21","55,592.21","55,592.21","","0.17%"
"22/06/2017","55,495.70","55,495.70","55,495.70","55,495.70","","0.71%"
"21/06/2017","55,103.47","55,103.47","55,103.47","55,103.47","","-1.59%"
"20/06/2017","55,993.68","55,993.68","55,993.68","55,993.68","","-0.83%"
"19/06/2017","56,459.75","56,459.75","56,459.75","56,459.75","","0.54%"
