Date,Equal Weight,Minimum Variance,Maximum Sharpe
2024-04-09,-0.025837689888836946,-0.025429271880354043,-0.027645881794213123
2024-04-10,-0.027777045606989015,-0.028630474202623657,-0.031235797673857202
2024-04-11,-0.03822191422482746,-0.03948483549914039,-0.04106163960720477
2024-04-12,-0.0407793357119971,-0.04306862424122393,-0.043460877446565904
2024-04-15,-0.04484920945441573,-0.0483826432706842,-0.05120876931316065
2024-04-16,-0.06308816004336948,-0.06800689006094773,-0.06813032188230594
2024-04-17,-0.06620932989827977,-0.07009730004536618,-0.07243178498717362
2024-04-18,-0.058695647415361485,-0.06332077078915199,-0.06434517393741102
2024-04-19,-0.06909094669343308,-0.07217055152572205,-0.0751203900706231
2024-04-22,-0.06060001267574755,-0.06401372150173357,-0.06450397554696208
2024-04-23,-0.049680365797590054,-0.052364107957656225,-0.05270114233399781
2024-04-24,-0.04731590974977229,-0.04793845047431222,-0.05297660146569283
2024-04-26,-0.06186983487148834,-0.06413284969839783,-0.0655559077580079
2024-04-29,-0.05758714974645451,-0.05953819434429042,-0.05981421169005363
2024-04-30,-0.05349195657138628,-0.053990568652560356,-0.056819794047749395
2024-05-01,-0.057985896011524485,-0.058293383178449676,-0.06295146773254079
2024-05-02,-0.04852850514939877,-0.048700962231082445,-0.05374916637297056
2024-05-03,-0.0471662359999836,-0.04348279174629821,-0.05922500551468257
2024-05-06,-0.03370904144885045,-0.029319400405502294,-0.0460937396280906
2024-05-07,-0.01750819312021512,-0.011079905900315934,-0.026466314160002447
2024-05-08,-0.015481282945613573,-0.008775507864347776,-0.023564632767535842
2024-05-09,-0.029189427770782927,-0.0277179222446573,-0.0348923123642334
