Date,Equal Weight,Minimum Variance,Maximum Sharpe
2021-01-04,1.0147904805710475,1.0163338125204087,1.015244968017181
2021-01-05,1.0083618104111296,1.009570229065522,1.0093063533490023
2021-01-06,0.9970860375666519,1.001687867563017,0.996537534413956
2021-01-07,1.0245063216569164,1.0282736597622233,1.0193781664362094
2021-01-08,1.0382129621919525,1.0416920372507865,1.0340450746493481
2021-01-11,1.0346330200105511,1.0380279029830473,1.029109583091506
2021-01-12,1.0405832372473955,1.0470218398003939,1.0308560960985456
2021-01-13,1.040303756042438,1.0490567925691314,1.0268629869327932
2021-01-14,1.054001322028888,1.0615123701734364,1.036571311014532
2021-01-15,1.0571160218356879,1.064436841886428,1.0307176407843806
2021-01-18,1.0451771135153716,1.0526408885684453,1.0227558869375695
2021-01-19,1.0603568607265332,1.0658407312941178,1.03502493105879
2021-01-20,1.0548593382208145,1.05990724065045,1.029110871355792
2021-01-21,1.0669764796216503,1.0727732629459403,1.0390771091926414
2021-01-22,1.0599706791135672,1.068388117197184,1.0303050664559592
2021-01-25,1.0609176202866704,1.069662570966456,1.0313506732678925
2021-01-27,1.0604058328523684,1.074541996839897,1.0323044410893527
2021-01-28,1.0458920097781224,1.0599494975078543,1.0161132134321775
2021-01-29,1.0278069192719306,1.04142406943708,0.9984433815156429
2021-02-01,1.037999418717539,1.05236383616602,1.0082856475489443
2021-02-02,1.054382422739218,1.0703422567297012,1.0262241913572376
2021-02-03,1.06934014834024,1.085984856403373,1.03699956252299
2021-02-04,1.0667446940074234,1.082531747456813,1.0329737873136429
2021-02-05,1.0836243696401073,1.102980988545354,1.0441450784250583
2021-02-08,1.088994234522667,1.1092977040442185,1.0449266557865238
2021-02-09,1.0900426100434333,1.096629125966814,1.0636067137584624
2021-02-10,1.092610557697843,1.0913005050566038,1.0696483857398176
2021-02-11,1.0948923990540202,1.0973096780968152,1.0713932640234571
2021-02-12,1.0884105319882358,1.092528290964725,1.0638951797574558
2021-02-15,1.0985765186536884,1.0996834278288814,1.0688067973460986
2021-02-16,1.1087297168022037,1.1092151820276552,1.0793315646363608
2021-02-17,1.1160717887569254,1.1156907644296152,1.0731295005580304
2021-02-18,1.1277261019446496,1.1248288824118393,1.0761411724770484
2021-02-19,1.1138266276799917,1.1108448051512263,1.059912807544028
2021-02-22,1.1107039252282895,1.0990658926398202,1.0694768480354762
